,symbol_id,simillar_symbol_id,score
4036,010100.KS,009440.KS,0.00353
4037,010100.KS,010690.KS,0.003528
4038,010100.KS,009810.KS,0.003475
4039,010100.KS,009680.KS,0.003284
4040,047810.KS,012450.KS,0.029958
4041,047810.KS,009540.KS,0.020254
4042,047810.KS,011070.KS,0.019991
4043,047810.KS,010140.KS,0.018738
4044,047810.KS,003490.KS,0.01873
4045,123690.KS,003350.KS,0.003511
4046,123690.KS,128820.KS,0.003105
4047,123690.KS,128940.KS,0.002747
4048,123690.KS,012510.KS,0.002585
4049,123690.KS,000240.KS,0.002461
4050,003350.KS,003160.KS,0.00407
4051,003350.KS,000240.KS,0.004032
4052,003350.KS,003300.KS,0.003842
4053,003350.KS,000640.KS,0.003764
4054,003350.KS,003090.KS,0.003651
4055,011500.KS,011000.KS,0.004805
4056,011500.KS,011170.KS,0.004603
4057,011500.KS,011780.KS,0.004488
4058,011500.KS,001360.KS,0.004365
4059,011500.KS,006110.KS,0.004286
4060,002390.KS,000640.KS,0.008112
4061,002390.KS,000100.KS,0.008038
4062,002390.KS,000020.KS,0.007513
4063,002390.KS,001060.KS,0.007285
4064,002390.KS,001630.KS,0.006903
4065,053690.KS,003070.KS,0.003298
4066,053690.KS,052690.KS,0.003239
4067,053690.KS,047040.KS,0.003193
4068,053690.KS,069260.KS,0.003077
4069,053690.KS,042700.KS,0.003051
4070,042700.KS,000990.KS,0.009929
4071,042700.KS,011070.KS,0.007364
4072,042700.KS,240810.KQ,0.007339
4073,042700.KS,058470.KQ,0.007121
4074,042700.KS,009150.KS,0.007095
4075,008930.KS,000100.KS,0.026045
4076,008930.KS,128940.KS,0.020299
4077,008930.KS,000810.KS,0.019281
4078,008930.KS,004170.KS,0.018225
4079,008930.KS,009540.KS,0.016988
4080,128940.KS,000100.KS,0.026635
4081,128940.KS,068270.KS,0.021193
4082,128940.KS,006280.KS,0.02094
4083,128940.KS,008930.KS,0.020299
4084,128940.KS,069620.KS,0.019852
4085,009240.KS,051900.KS,0.01949
4086,009240.KS,090430.KS,0.01814
4087,009240.KS,008770.KS,0.017802
4088,009240.KS,069960.KS,0.015684
4089,009240.KS,004170.KS,0.015555
4090,020000.KS,004370.KS,0.014241
4091,020000.KS,069960.KS,0.013763
4092,020000.KS,030000.KS,0.013101
4093,020000.KS,012750.KS,0.012846
4094,020000.KS,004170.KS,0.012357
4095,003680.KS,004410.KS,0.006023
4096,003680.KS,006090.KS,0.00449
4097,003680.KS,003220.KS,0.004288
4098,003680.KS,001360.KS,0.003989
4099,003680.KS,011500.KS,0.003909
4100,105630.KS,111770.KS,0.009817
4101,105630.KS,020000.KS,0.007715
4102,105630.KS,093050.KS,0.006865
4103,105630.KS,004370.KS,0.006478
4104,105630.KS,081660.KS,0.006466
4105,069640.KS,093050.KS,0.002128
4106,069640.KS,079980.KS,0.00197
4107,069640.KS,014990.KS,0.001965
4108,069640.KS,084870.KS,0.001958
4109,069640.KS,069620.KS,0.001848
4110,016450.KS,014830.KS,0.004272
4111,016450.KS,016090.KS,0.004114
4112,016450.KS,025750.KS,0.004112
4113,016450.KS,105630.KS,0.004063
4114,016450.KS,020000.KS,0.003993
4115,010420.KS,012170.KS,0.00312
4116,010420.KS,009180.KS,0.003116
4117,010420.KS,004150.KS,0.00287
4118,010420.KS,009830.KS,0.002802
4119,010420.KS,009460.KS,0.002548
4120,009180.KS,011780.KS,0.004469
4121,009180.KS,025560.KS,0.004251
4122,009180.KS,008930.KS,0.003898
4123,009180.KS,015860.KS,0.003863
4124,009180.KS,007810.KS,0.003836
4125,213500.KS,078930.KS,0.003422
4126,213500.KS,009580.KS,0.003313
4127,213500.KS,002310.KS,0.003309
4128,213500.KS,033780.KS,0.003273
4129,213500.KS,004800.KS,0.003258
4130,014680.KS,011790.KS,0.013754
4131,014680.KS,000990.KS,0.013239
4132,014680.KS,011170.KS,0.01256
4133,014680.KS,011780.KS,0.012097
4134,014680.KS,003670.KS,0.011552
4135,004710.KS,001210.KS,0.010084
4136,004710.KS,034220.KS,0.00879
4137,004710.KS,004020.KS,0.007646
4138,004710.KS,000720.KS,0.007361
4139,004710.KS,001230.KS,0.007066
4140,004150.KS,000240.KS,0.01163
4141,004150.KS,004020.KS,0.011174
4142,004150.KS,030200.KS,0.010602
4143,004150.KS,004170.KS,0.0105
4144,004150.KS,015760.KS,0.010169
4145,025750.KS,016450.KS,0.004112
4146,025750.KS,029460.KS,0.004059
4147,025750.KS,004800.KS,0.003979
4148,025750.KS,024110.KS,0.00397
4149,025750.KS,025560.KS,0.003897
4150,004960.KS,002990.KS,0.005153
4151,004960.KS,003070.KS,0.005038
4152,004960.KS,013580.KS,0.004862
4153,004960.KS,000210.KS,0.004842
4154,004960.KS,009410.KS,0.004596
4155,011700.KS,011500.KS,0.003518
4156,011700.KS,012170.KS,0.003506
4157,011700.KS,007660.KS,0.003302
4158,011700.KS,031820.KS,0.002927
4159,011700.KS,004090.KS,0.002922
4160,001755.KS,003075.KS,0.005655
4161,001755.KS,001750.KS,0.00559
4162,001755.KS,019175.KS,0.005199
4163,001755.KS,001275.KS,0.004893
4164,001755.KS,001685.KS,0.004686
4165,001750.KS,001270.KS,0.00695
4166,001750.KS,001720.KS,0.006901
4167,001750.KS,003540.KS,0.006481
4168,001750.KS,003460.KS,0.006342
4169,001750.KS,003530.KS,0.006074
4170,018880.KS,012330.KS,0.032714
4171,018880.KS,051900.KS,0.026301
4172,018880.KS,055550.KS,0.02526
4173,018880.KS,033780.KS,0.024557
4174,018880.KS,021240.KS,0.024175
4175,009420.KS,006280.KS,0.012783
4176,009420.KS,069620.KS,0.011853
4177,009420.KS,003000.KS,0.010755
4178,009420.KS,000100.KS,0.010566
4179,009420.KS,128940.KS,0.010145
4180,014130.KS,030720.KS,0.003895
4181,014130.KS,018880.KS,0.003872
4182,014130.KS,002320.KS,0.003851
4183,014130.KS,018470.KS,0.003736
4184,014130.KS,025890.KS,0.003346
4185,300720.KS,003410.KS,0.0054
4186,300720.KS,000670.KS,0.004228
4187,300720.KS,016380.KS,0.004169
4188,300720.KS,012450.KS,0.004143
4189,300720.KS,034020.KS,0.004047
4190,002220.KS,001230.KS,0.005514
4191,002220.KS,001940.KS,0.005234
4192,002220.KS,003030.KS,0.005016
4193,002220.KS,002240.KS,0.004665
4194,002220.KS,002710.KS,0.004315
4195,006390.KS,005440.KS,0.007692
4196,006390.KS,003300.KS,0.007641
4197,006390.KS,002030.KS,0.007125
4198,006390.KS,004980.KS,0.006715
4199,006390.KS,004020.KS,0.006663
4200,003300.KS,004370.KS,0.009115
4201,003300.KS,002030.KS,0.009059
4202,003300.KS,005300.KS,0.008602
4203,003300.KS,001230.KS,0.008521
4204,003300.KS,000100.KS,0.0085
4205,051600.KS,052690.KS,0.01507
4206,051600.KS,069960.KS,0.013706
4207,051600.KS,033780.KS,0.013312
4208,051600.KS,015760.KS,0.012956
4209,051600.KS,034020.KS,0.011863
4210,130660.KS,051600.KS,0.003029
4211,130660.KS,034020.KS,0.002911
4212,130660.KS,015760.KS,0.002899
4213,130660.KS,052690.KS,0.002859
4214,130660.KS,267260.KS,0.002704
4215,002320.KS,000700.KS,0.009763
4216,002320.KS,180640.KS,0.007994
4217,002320.KS,003490.KS,0.00724
4218,002320.KS,003480.KS,0.007087
4219,002320.KS,000720.KS,0.006996
4220,003480.KS,009540.KS,0.013393
4221,003480.KS,000700.KS,0.013172
4222,003480.KS,042660.KS,0.012484
4223,003480.KS,010140.KS,0.012442
4224,003480.KS,010620.KS,0.012316
4225,18064K.KS,180640.KS,0.009856
4226,18064K.KS,003495.KS,0.006232
4227,18064K.KS,000120.KS,0.005669
4228,18064K.KS,000815.KS,0.005461
4229,18064K.KS,086280.KS,0.005407
4230,180640.KS,003490.KS,0.014181
4231,180640.KS,020560.KS,0.011801
4232,180640.KS,086280.KS,0.009871
4233,180640.KS,18064K.KS,0.009856
4234,180640.KS,068270.KS,0.009576
4235,005110.KS,004150.KS,0.004567
4236,005110.KS,009460.KS,0.004484
4237,005110.KS,002020.KS,0.004219
4238,005110.KS,003060.KS,0.003962
4239,005110.KS,002760.KS,0.003899
4240,009460.KS,009200.KS,0.005466
4241,009460.KS,004150.KS,0.005369
4242,009460.KS,005110.KS,0.004484
4243,009460.KS,009190.KS,0.004236
4244,009460.KS,002760.KS,0.004123
4245,372910.KS,403550.KS,0.001585
4246,372910.KS,396690.KS,0.001574
4247,372910.KS,412930.KQ,0.001395
4248,372910.KS,405000.KQ,0.001395
4249,372910.KS,137080.KQ,0.001395
4250,000885.KS,009835.KS,0.007706
4251,000885.KS,000880.KS,0.007694
4252,000885.KS,000215.KS,0.007347
4253,000885.KS,001045.KS,0.006755
4254,000885.KS,003495.KS,0.006407
4255,00088K.KS,000880.KS,0.00869
4256,00088K.KS,071055.KS,0.008596
4257,00088K.KS,00680K.KS,0.008116
4258,00088K.KS,001045.KS,0.007689
4259,00088K.KS,000815.KS,0.007682
4260,000880.KS,009830.KS,0.036631
4261,000880.KS,000720.KS,0.032938
4262,000880.KS,012450.KS,0.031828
4263,000880.KS,000810.KS,0.0304
4264,000880.KS,000210.KS,0.029751
4265,088350.KS,032830.KS,0.027142
4266,088350.KS,000810.KS,0.021353
4267,088350.KS,086790.KS,0.020351
4268,088350.KS,005830.KS,0.019692
4269,088350.KS,105560.KS,0.019166
4270,000370.KS,000810.KS,0.01129
4271,000370.KS,000400.KS,0.010857
4272,000370.KS,000540.KS,0.010109
4273,000370.KS,000240.KS,0.01
4274,000370.KS,001450.KS,0.009494
4275,009835.KS,009830.KS,0.01257
4276,009835.KS,011785.KS,0.008399
4277,009835.KS,005385.KS,0.007915
4278,009835.KS,006405.KS,0.007909
4279,009835.KS,051915.KS,0.007847
4280,009830.KS,011170.KS,0.045179
4281,009830.KS,010950.KS,0.036996
4282,009830.KS,000880.KS,0.036631
4283,009830.KS,005490.KS,0.03452
4284,009830.KS,012330.KS,0.034297
4285,272210.KS,012450.KS,0.013525
4286,272210.KS,009830.KS,0.011494
4287,272210.KS,047810.KS,0.010612
4288,272210.KS,000880.KS,0.009904
4289,272210.KS,336260.KS,0.008725
4290,012450.KS,010140.KS,0.035749
4291,012450.KS,009150.KS,0.035062
4292,012450.KS,009540.KS,0.032906
4293,012450.KS,004170.KS,0.031938
4294,012450.KS,000880.KS,0.031828
4295,003535.KS,003530.KS,0.00713
4296,003535.KS,005945.KS,0.006944
4297,003535.KS,000885.KS,0.00585
4298,003535.KS,006805.KS,0.005829
4299,003535.KS,005940.KS,0.005563
4300,003530.KS,000880.KS,0.011537
4301,003530.KS,006800.KS,0.010769
4302,003530.KS,016360.KS,0.010498
4303,003530.KS,005940.KS,0.010463
4304,003530.KS,003540.KS,0.010372
4305,195870.KS,042700.KS,0.005506
4306,195870.KS,000990.KS,0.005402
4307,195870.KS,009150.KS,0.004609
4308,195870.KS,011070.KS,0.004061
4309,195870.KS,240810.KQ,0.00392
4310,101530.KS,005180.KS,0.004516
4311,101530.KS,004370.KS,0.004252
4312,101530.KS,001680.KS,0.004167
4313,101530.KS,097950.KS,0.003619
4314,101530.KS,031440.KS,0.003314
4315,143210.KS,003850.KS,0.001553
4316,143210.KS,093230.KS,0.00154
4317,143210.KS,204320.KS,0.001494
4318,143210.KS,004540.KS,0.001376
4319,143210.KS,005070.KS,0.001352
4320,000725.KS,000720.KS,0.012514
4321,000725.KS,000215.KS,0.007842
4322,000725.KS,005385.KS,0.007552
4323,000725.KS,005389.KS,0.007548
4324,000725.KS,001045.KS,0.007448
4325,267270.KS,267260.KS,0.006319
4326,267270.KS,042670.KS,0.005763
4327,267270.KS,241560.KS,0.005011
4328,267270.KS,267250.KS,0.004965
4329,267270.KS,004020.KS,0.004882
4330,000720.KS,009540.KS,0.052145
4331,000720.KS,006360.KS,0.047874
4332,000720.KS,010140.KS,0.047133
4333,000720.KS,005490.KS,0.046177
4334,000720.KS,012330.KS,0.046045
4335,005440.KS,069960.KS,0.013556
4336,005440.KS,004170.KS,0.012973
4337,005440.KS,000720.KS,0.012506
4338,005440.KS,012330.KS,0.011715
4339,005440.KS,004370.KS,0.011405
4340,086280.KS,012330.KS,0.043752
4341,086280.KS,086790.KS,0.029873
4342,086280.KS,011170.KS,0.028602
4343,086280.KS,010130.KS,0.028495
4344,086280.KS,009540.KS,0.028262
4345,042670.KS,034020.KS,0.034257
4346,042670.KS,042660.KS,0.033945
4347,042670.KS,009540.KS,0.029989
4348,042670.KS,000720.KS,0.029043
4349,042670.KS,006360.KS,0.02808
4350,064350.KS,047810.KS,0.015644
4351,064350.KS,012450.KS,0.014783
4352,064350.KS,004020.KS,0.012585
4353,064350.KS,000720.KS,0.012231
4354,064350.KS,009540.KS,0.012109
4355,079430.KS,069960.KS,0.004595
4356,079430.KS,079160.KS,0.004436
4357,079430.KS,009240.KS,0.004423
4358,079430.KS,012330.KS,0.004263
4359,079430.KS,086280.KS,0.004175
4360,012330.KS,005380.KS,0.088822
4361,012330.KS,005490.KS,0.074198
4362,012330.KS,055550.KS,0.068958
4363,012330.KS,000270.KS,0.068223
4364,012330.KS,017670.KS,0.062924
4365,010620.KS,009540.KS,0.048918
4366,010620.KS,042660.KS,0.041098
4367,010620.KS,010140.KS,0.040233
4368,010620.KS,000720.KS,0.028411
4369,010620.KS,004020.KS,0.026952
4370,069960.KS,004170.KS,0.048202
4371,069960.KS,023530.KS,0.041566
4372,069960.KS,012330.KS,0.036722
4373,069960.KS,033780.KS,0.034993
4374,069960.KS,055550.KS,0.03427
4375,004565.KS,004560.KS,0.006389
4376,004565.KS,014285.KS,0.005855
4377,004565.KS,000325.KS,0.004309
4378,004565.KS,009415.KS,0.004057
4379,004565.KS,005725.KS,0.003898
4380,004560.KS,004020.KS,0.008008
4381,004560.KS,001230.KS,0.007834
4382,004560.KS,016380.KS,0.007526
4383,004560.KS,004565.KS,0.006389
4384,004560.KS,000210.KS,0.005884
4385,004310.KS,003120.KS,0.005423
4386,004310.KS,001360.KS,0.005105
4387,004310.KS,002620.KS,0.004865
4388,004310.KS,000020.KS,0.004803
4389,004310.KS,003060.KS,0.004719
4390,322000.KS,009830.KS,0.009312
4391,322000.KS,112610.KS,0.006617
4392,322000.KS,247540.KQ,0.004124
4393,322000.KS,336260.KS,0.004074
4394,322000.KS,066970.KQ,0.004066
4395,017800.KS,000720.KS,0.017192
4396,017800.KS,004370.KS,0.01408
4397,017800.KS,009540.KS,0.013853
4398,017800.KS,069960.KS,0.013258
4399,017800.KS,036460.KS,0.013244
4400,307950.KS,086280.KS,0.007971
4401,307950.KS,012330.KS,0.006906
4402,307950.KS,018260.KS,0.006445
4403,307950.KS,011210.KS,0.006146
4404,307950.KS,204320.KS,0.006064
4405,011210.KS,012330.KS,0.021569
4406,011210.KS,086280.KS,0.019168
4407,011210.KS,018880.KS,0.018191
4408,011210.KS,004020.KS,0.015076
4409,011210.KS,139480.KS,0.014706
4410,267260.KS,267270.KS,0.006319
4411,267260.KS,010120.KS,0.005524
4412,267260.KS,267250.KS,0.004945
4413,267260.KS,086280.KS,0.004658
4414,267260.KS,006260.KS,0.004558
4415,005385.KS,005387.KS,0.039646
4416,005385.KS,005389.KS,0.031063
4417,005385.KS,005380.KS,0.024549
4418,005385.KS,005935.KS,0.024409
4419,005385.KS,012330.KS,0.021636
4420,005387.KS,005385.KS,0.039646
4421,005387.KS,005389.KS,0.029239
4422,005387.KS,005935.KS,0.025421
4423,005387.KS,012330.KS,0.02474
4424,005387.KS,005380.KS,0.021625
4425,005389.KS,005385.KS,0.031063
4426,005389.KS,005387.KS,0.029239
4427,005389.KS,051915.KS,0.014006
4428,005389.KS,051905.KS,0.012672
4429,005389.KS,006405.KS,0.012489
4430,005380.KS,000270.KS,0.124898
4431,005380.KS,035420.KS,0.096592
4432,005380.KS,012330.KS,0.088822
4433,005380.KS,035720.KS,0.087877
4434,005380.KS,066570.KS,0.08733
4435,004020.KS,005490.KS,0.056561
4436,004020.KS,000720.KS,0.04351
4437,004020.KS,009540.KS,0.043219
4438,004020.KS,012330.KS,0.040729
4439,004020.KS,010950.KS,0.040123
4440,329180.KS,323410.KS,0.013164
4441,329180.KS,042660.KS,0.012704
4442,329180.KS,009540.KS,0.011417
4443,329180.KS,361610.KS,0.011317
4444,329180.KS,377300.KS,0.010172
4445,001500.KS,001720.KS,0.006585
4446,001500.KS,001200.KS,0.00654
4447,001500.KS,003530.KS,0.006526
4448,001500.KS,001510.KS,0.005886
4449,001500.KS,000370.KS,0.005221
4450,011760.KS,003160.KS,0.013311
4451,011760.KS,AURE.PA,0.009617
4452,011760.KS,003550.KS,0.009572
4453,011760.KS,RW.V,0.009106
4454,011760.KS,MLY.V,0.008427
4455,227840.KS,001680.KS,0.002083
4456,227840.KS,001800.KS,0.001832
4457,227840.KS,004560.KS,0.001751
4458,227840.KS,097950.KS,0.001723
4459,227840.KS,068290.KS,0.001723
4460,126560.KS,037560.KS,0.003873
4461,126560.KS,000720.KS,0.003695
4462,126560.KS,057050.KS,0.003619
4463,126560.KS,001680.KS,0.003384
4464,126560.KS,004370.KS,0.003342
4465,001450.KS,000810.KS,0.036653
4466,001450.KS,005830.KS,0.036312
4467,001450.KS,055550.KS,0.026391
4468,001450.KS,086790.KS,0.025429
4469,001450.KS,016360.KS,0.02498
4470,057050.KS,004370.KS,0.010455
4471,057050.KS,139480.KS,0.010012
4472,057050.KS,069960.KS,0.009787
4473,057050.KS,007070.KS,0.008778
4474,057050.KS,004170.KS,0.008578
4475,093240.KS,102280.KS,0.001755
4476,093240.KS,020120.KS,0.001568
4477,093240.KS,105630.KS,0.001552
4478,093240.KS,093050.KS,0.001547
4479,093240.KS,097230.KS,0.001532
4480,003010.KS,000700.KS,0.004069
4481,003010.KS,002320.KS,0.003647
4482,003010.KS,002220.KS,0.003539
4483,003010.KS,003350.KS,0.003514
4484,003010.KS,001250.KS,0.003504
4485,111110.KS,123890.KS,0.002141
4486,111110.KS,031980.KQ,0.00175
4487,111110.KS,111770.KS,0.001706
4488,111110.KS,128540.KQ,0.001572
4489,111110.KS,123700.KS,0.001572
4490,008775.KS,008770.KS,0.011154
4491,008775.KS,005385.KS,0.007254
4492,008775.KS,051905.KS,0.007083
4493,008775.KS,009835.KS,0.006709
4494,008775.KS,071050.KS,0.006614
4495,008770.KS,051900.KS,0.034507
4496,008770.KS,004170.KS,0.034245
4497,008770.KS,090430.KS,0.033542
4498,008770.KS,012330.KS,0.02678
4499,008770.KS,003490.KS,0.026112
4500,002460.KS,002990.KS,0.005333
4501,002460.KS,001450.KS,0.00512
4502,002460.KS,000720.KS,0.004829
4503,002460.KS,003070.KS,0.004639
4504,002460.KS,004960.KS,0.004483
4505,378850.KS,053060.KQ,0.001188
4506,378850.KS,046310.KQ,0.001189
4507,378850.KS,017370.KS,0.001187
4508,378850.KS,041650.KS,0.001185
4509,378850.KS,054040.KQ,0.001184
4510,241590.KS,111770.KS,0.004187
4511,241590.KS,105630.KS,0.004062
4512,241590.KS,071050.KS,0.00396
4513,241590.KS,081660.KS,0.003884
4514,241590.KS,031430.KS,0.00385
4515,006060.KS,004800.KS,0.004158
4516,006060.KS,006120.KS,0.00396
4517,006060.KS,005440.KS,0.00378
4518,006060.KS,011170.KS,0.003775
4519,006060.KS,069260.KS,0.003643
4520,013520.KS,012630.KS,0.00365
4521,013520.KS,013580.KS,0.003518
4522,013520.KS,017800.KS,0.00339
4523,013520.KS,009240.KS,0.003344
4524,013520.KS,013360.KS,0.003341
4525,010690.KS,007860.KS,0.004699
4526,010690.KS,009680.KS,0.00464
4527,010690.KS,011790.KS,0.004515
4528,010690.KS,010620.KS,0.004429
4529,010690.KS,005850.KS,0.004415
4530,133820.KS,008970.KS,0.002742
4531,133820.KS,009190.KS,0.002709
4532,133820.KS,001230.KS,0.002392
4533,133820.KS,008260.KS,0.002364
4534,133820.KS,002710.KS,0.00236
4535,010660.KS,024070.KS,0.0047
4536,010660.KS,006740.KS,0.004672
4537,010660.KS,005800.KS,0.004294
4538,010660.KS,003460.KS,0.004271
4539,010660.KS,004450.KS,0.004094
4540,000850.KS,000860.KS,0.010283
4541,000850.KS,000480.KS,0.008525
4542,000850.KS,002920.KS,0.007022
4543,000850.KS,003650.KS,0.00655
4544,000850.KS,000140.KS,0.006179
4545,016580.KS,000640.KS,0.006951
4546,016580.KS,000100.KS,0.006612
4547,016580.KS,000020.KS,0.005944
4548,016580.KS,069620.KS,0.005852
4549,016580.KS,003850.KS,0.005749
4550,032560.KS,002240.KS,0.004085
4551,032560.KS,024090.KS,0.003908
4552,032560.KS,019440.KS,0.003734
4553,032560.KS,002710.KS,0.003729
4554,032560.KS,003030.KS,0.003666
4555,004800.KS,011170.KS,0.024996
4556,004800.KS,000720.KS,0.024059
4557,004800.KS,006360.KS,0.023723
4558,004800.KS,009830.KS,0.023554
4559,004800.KS,000810.KS,0.022972
4560,094280.KS,018880.KS,0.003155
4561,094280.KS,105560.KS,0.003127
4562,094280.KS,047050.KS,0.003111
4563,094280.KS,078930.KS,0.003063
4564,094280.KS,004800.KS,0.002896
4565,298040.KS,336260.KS,0.007507
4566,298040.KS,009830.KS,0.006667
4567,298040.KS,267250.KS,0.005867
4568,298040.KS,112610.KS,0.005728
4569,298040.KS,298050.KS,0.005651
4570,298050.KS,336260.KS,0.012085
4571,298050.KS,247540.KQ,0.011715
4572,298050.KS,298020.KS,0.011574
4573,298050.KS,009830.KS,0.011463
4574,298050.KS,003670.KS,0.010904
4575,298020.KS,298050.KS,0.011574
4576,298020.KS,003670.KS,0.008941
4577,298020.KS,051900.KS,0.008926
4578,298020.KS,011170.KS,0.008911
4579,298020.KS,011070.KS,0.008355
4580,298000.KS,298050.KS,0.006461
4581,298000.KS,298020.KS,0.006324
4582,298000.KS,011780.KS,0.005759
4583,298000.KS,004800.KS,0.005441
4584,298000.KS,011170.KS,0.00527
4585,093370.KS,020150.KS,0.011226
4586,093370.KS,011790.KS,0.01009
4587,093370.KS,010130.KS,0.010012
4588,093370.KS,009830.KS,0.00996
4589,093370.KS,010060.KS,0.009956
4590,081660.KS,139480.KS,0.015471
4591,081660.KS,008770.KS,0.013889
4592,081660.KS,012330.KS,0.013425
4593,081660.KS,105560.KS,0.013178
4594,081660.KS,051900.KS,0.012761
4595,005870.KS,003060.KS,0.004351
4596,005870.KS,004710.KS,0.004236
4597,005870.KS,007810.KS,0.004038
4598,005870.KS,007660.KS,0.003874
4599,005870.KS,003690.KS,0.003834
4600,079980.KS,047810.KS,0.003197
4601,079980.KS,028260.KS,0.003051
4602,079980.KS,034020.KS,0.002748
4603,079980.KS,093050.KS,0.002699
4604,079980.KS,064960.KS,0.002683
4605,005010.KS,003030.KS,0.006507
4606,005010.KS,002240.KS,0.005588
4607,005010.KS,003690.KS,0.005102
4608,005010.KS,000970.KS,0.00483
4609,005010.KS,003650.KS,0.004798
4610,000545.KS,000547.KS,0.006305
4611,000545.KS,000540.KS,0.005291
4612,000545.KS,000815.KS,0.003403
4613,000545.KS,009415.KS,0.003308
4614,000545.KS,001525.KS,0.003147
4615,000547.KS,000545.KS,0.006305
4616,000547.KS,000540.KS,0.00528
4617,000547.KS,005965.KS,0.003687
4618,000547.KS,000075.KS,0.003527
4619,000547.KS,000815.KS,0.003396
4620,000540.KS,000370.KS,0.010109
4621,000540.KS,000810.KS,0.008825
4622,000540.KS,000400.KS,0.00876
4623,000540.KS,000140.KS,0.007506
4624,000540.KS,000070.KS,0.007457
4625,003280.KS,000700.KS,0.005957
4626,003280.KS,011200.KS,0.005405
4627,003280.KS,005880.KS,0.005096
4628,003280.KS,003480.KS,0.005072
4629,003280.KS,010620.KS,0.004029
4630,AAPL,AMZN,0.336442
4631,AAPL,TSLA,0.315273
4632,AAPL,GOOG,0.296162
4633,AAPL,META,0.295349
4634,AAPL,NFLX,0.223534
4635,ABNB,SNOW,0.176559
4636,ABNB,DASH,0.173848
4637,ABNB,ZM,0.155339
4638,ABNB,PLTR,0.155297
4639,ABNB,COIN,0.151044
4640,ACGL,AXS,0.102656
4641,ACGL,RNR,0.09669
4642,ACGL,RE,0.091943
4643,ACGL,WRB,0.074158
4644,ACGL,AFG,0.06878
4645,ADBE,CRM,0.171656
4646,ADBE,PYPL,0.143105
4647,ADBE,NVDA,0.124441
4648,ADBE,MA,0.123581
4649,ADBE,SHOP,0.121281
4650,ADI,MCHP,0.132801
4651,ADI,TXN,0.126242
4652,ADI,KLAC,0.118967
4653,ADI,LRCX,0.103062
4654,ADI,AVGO,0.098601
4655,ADP,PAYX,0.120345
4656,ADP,ITW,0.111478
4657,ADP,APD,0.108427
4658,ADP,EMR,0.106559
4659,ADP,BDX,0.106038
4660,ADSK,INTU,0.113671
4661,ADSK,ADBE,0.106763
4662,ADSK,NOW,0.097806
4663,ADSK,LRCX,0.08658
4664,ADSK,ANSS,0.084968
4665,AEP,SO,0.134743
4666,AEP,D,0.132073
4667,AEP,DUK,0.128009
4668,AEP,ED,0.127553
4669,AEP,EXC,0.126477
4670,AKAM,FFIV,0.098806
4671,AKAM,JNPR,0.08748
4672,AKAM,NTAP,0.083536
4673,AKAM,VRSN,0.081504
4674,AKAM,VMW,0.069651
4675,ALGN,IDXX,0.089166
4676,ALGN,ISRG,0.087906
4677,ALGN,DXCM,0.086533
4678,ALGN,ANET,0.084567
4679,ALGN,ILMN,0.079463
4680,ALNY,BMRN,0.100881
4681,ALNY,IONS,0.098603
4682,ALNY,SGEN,0.096518
4683,ALNY,SRPT,0.085831
4684,ALNY,AGIO,0.085815
4685,AMAT,LRCX,0.162278
4686,AMAT,MU,0.14802
4687,AMAT,TXN,0.142821
4688,AMAT,KLAC,0.132224
4689,AMAT,QCOM,0.128198
4690,AMD,NVDA,0.275333
4691,AMD,INTC,0.186281
4692,AMD,TSLA,0.186074
4693,AMD,META,0.179202
4694,AMD,NFLX,0.178531
4695,AMGN,BIIB,0.145248
4696,AMGN,GILD,0.137181
4697,AMGN,BMY,0.127696
4698,AMGN,LLY,0.119874
4699,AMGN,MRK,0.118127
4700,AMZN,AAPL,0.336442
4701,AMZN,TSLA,0.32482
4702,AMZN,GOOG,0.322875
4703,AMZN,META,0.320359
4704,AMZN,NFLX,0.285316
4705,ANSS,CDNS,0.109404
4706,ANSS,VRSK,0.105912
4707,ANSS,SNPS,0.095882
4708,ANSS,APH,0.090369
4709,ANSS,CDW,0.089722
4710,APA,DVN,0.151484
4711,APA,EOG,0.141997
4712,APA,MRO,0.120516
4713,APA,OXY,0.110711
4714,APA,PXD,0.10428
4715,ARGX,ASND,0.087855
4716,ARGX,APLS,0.085219
4717,ARGX,BGNE,0.085054
4718,ARGX,GLPG,0.080081
4719,ARGX,MRTX,0.079083
4720,ASML,LRCX,0.140077
4721,ASML,TSM,0.137945
4722,ASML,AVGO,0.101054
4723,ASML,KLAC,0.096801
4724,ASML,CRWD,0.096766
4725,ATVI,EA,0.16657
4726,ATVI,TTWO,0.14165
4727,ATVI,PYPL,0.096571
4728,ATVI,ADBE,0.093583
4729,ATVI,CRM,0.088106
4730,AVGO,SWKS,0.137469
4731,AVGO,LRCX,0.13079
4732,AVGO,QCOM,0.121203
4733,AVGO,NXPI,0.121166
4734,AVGO,MU,0.11215
4735,AXON,NVCR,0.066364
4736,AXON,HUBS,0.057787
4737,AXON,DOCN,0.055877
4738,AXON,APPN,0.053389
4739,AXON,RGEN,0.052536
4740,AZN,GSK,0.131829
4741,AZN,MRNA,0.123186
4742,AZN,SNY,0.120207
4743,AZN,NVS,0.11458
4744,AZN,BNTX,0.113751
4745,AZPN,MANH,0.068105
4746,AZPN,BLKB,0.063731
4747,AZPN,ANSS,0.063317
4748,AZPN,GWRE,0.057707
4749,AZPN,PCTY,0.055649
4750,BGNE,ZLAB,0.11214
